Period,Year,Month,Item,Category,Archetype,Site,Region,Climate,Demand,Actual_Issue,Lost_Sales,Returns,Promo_Flag,Unit_Price
2024-04,2024,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Atlanta South,Southeast,hot,604,601,3,18,0,268.23
2024-05,2024,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Atlanta South,Southeast,hot,532,532,0,15,0,268.23
2024-06,2024,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Atlanta South,Southeast,hot,493,493,0,10,0,268.23
2024-07,2024,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Atlanta South,Southeast,hot,461,461,0,11,0,268.23
2024-08,2024,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Atlanta South,Southeast,hot,475,475,0,8,0,268.23
2024-09,2024,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Atlanta South,Southeast,hot,562,562,0,17,0,268.23
2024-10,2024,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Atlanta South,Southeast,hot,548,530,18,24,0,268.23
2024-11,2024,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Atlanta South,Southeast,hot,643,643,0,12,0,268.23
2024-12,2024,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Atlanta South,Southeast,hot,695,695,0,18,0,268.23
2025-01,2025,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Atlanta South,Southeast,hot,751,751,0,23,0,268.23
2025-02,2025,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Atlanta South,Southeast,hot,664,645,19,10,0,268.23
2021-01,2021,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,781,781,0,15,0,350.16
2021-02,2021,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,737,715,22,9,0,350.16
2021-03,2021,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,691,691,0,10,0,350.16
2021-04,2021,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,664,664,0,19,0,350.16
2021-05,2021,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,548,548,0,12,0,350.16
2021-06,2021,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,465,465,0,8,0,350.16
2021-07,2021,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,543,543,0,10,0,350.16
2021-08,2021,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,555,534,21,6,0,350.16
2021-09,2021,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,636,636,0,14,0,350.16
2021-10,2021,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,672,668,4,7,0,350.16
2021-11,2021,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,762,758,4,13,0,350.16
2021-12,2021,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,777,777,0,13,0,350.16
2022-01,2022,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,737,737,0,14,0,350.16
2022-02,2022,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,741,741,0,13,0,350.16
2022-03,2022,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,741,741,0,20,0,350.16
2022-04,2022,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,664,664,0,15,0,350.16
2022-05,2022,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,652,652,0,18,0,350.16
2022-06,2022,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,551,534,17,10,0,350.16
2022-07,2022,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,510,492,18,7,0,350.16
2022-08,2022,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,579,579,0,18,0,350.16
2022-09,2022,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,622,622,0,7,0,350.16
2022-10,2022,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,656,656,0,17,0,350.16
2022-11,2022,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,771,752,19,9,0,350.16
2022-12,2022,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,808,808,0,18,0,350.16
2023-01,2023,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,750,750,0,16,0,350.16
2023-02,2023,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,742,742,0,15,0,350.16
2023-03,2023,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,715,715,0,16,0,350.16
2023-04,2023,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,642,642,0,7,0,350.16
2023-05,2023,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,621,621,0,10,0,350.16
2023-06,2023,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,571,557,14,9,0,350.16
2023-07,2023,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,572,572,0,18,0,350.16
2023-08,2023,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,574,574,0,10,0,350.16
2023-09,2023,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,581,581,0,6,0,350.16
2023-10,2023,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,613,610,3,9,0,350.16
2023-11,2023,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,745,745,0,17,0,350.16
2023-12,2023,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,786,786,0,19,0,350.16
2024-01,2024,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,792,792,0,20,0,350.16
2024-02,2024,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,808,808,0,11,0,350.16
2024-03,2024,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,743,743,0,15,0,350.16
2024-04,2024,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,587,587,0,10,0,350.16
2024-05,2024,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,569,569,0,12,0,350.16
2024-06,2024,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,546,532,14,13,0,350.16
2024-07,2024,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,545,545,0,8,0,350.16
2024-08,2024,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,604,604,0,11,0,350.16
2024-09,2024,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,595,595,0,9,0,350.16
2024-10,2024,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,628,628,0,11,0,350.16
2024-11,2024,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,736,736,0,11,0,350.16
2024-12,2024,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,761,761,0,12,0,350.16
2025-01,2025,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,771,771,0,12,0,350.16
2025-02,2025,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Dallas Hub,South,hot,753,753,0,12,0,350.16
2021-01,2021,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,592,592,0,5,0,365.19
2021-02,2021,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,545,545,0,7,0,365.19
2021-03,2021,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,513,513,0,10,0,365.19
2021-04,2021,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,426,426,0,7,0,365.19
2021-05,2021,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,343,343,0,3,0,365.19
2021-06,2021,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,240,240,0,2,0,365.19
2021-07,2021,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,233,233,0,6,0,365.19
2021-08,2021,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,271,271,0,4,0,365.19
2021-09,2021,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,307,307,0,2,0,365.19
2021-10,2021,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,391,391,0,11,0,365.19
2021-11,2021,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,502,502,0,6,0,365.19
2021-12,2021,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,625,625,0,12,0,365.19
2022-01,2022,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,582,582,0,3,0,365.19
2022-02,2022,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,591,591,0,7,0,365.19
2022-03,2022,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,504,504,0,7,0,365.19
2022-04,2022,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,452,452,0,10,0,365.19
2022-05,2022,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,353,353,0,7,0,365.19
2022-06,2022,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,244,244,0,3,0,365.19
2022-07,2022,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,225,224,1,5,0,365.19
2022-08,2022,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,263,257,6,6,0,365.19
2022-09,2022,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,306,306,0,5,0,365.19
2022-10,2022,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,440,440,0,7,0,365.19
2022-11,2022,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,534,534,0,8,0,365.19
2022-12,2022,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,631,631,0,7,0,365.19
2023-01,2023,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,598,598,0,12,0,365.19
2023-02,2023,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,564,564,0,10,0,365.19
2023-03,2023,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,520,520,0,11,0,365.19
2023-04,2023,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,451,451,0,9,0,365.19
2023-05,2023,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,318,318,0,7,0,365.19
2023-06,2023,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,291,291,0,6,0,365.19
2023-07,2023,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,241,241,0,7,0,365.19
2023-08,2023,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,244,244,0,4,0,365.19
2023-09,2023,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,298,298,0,7,0,365.19
2023-10,2023,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,441,441,0,9,0,365.19
2023-11,2023,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,535,535,0,6,0,365.19
2023-12,2023,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,631,631,0,10,0,365.19
2024-01,2024,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,670,670,0,12,0,365.19
2024-02,2024,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,627,627,0,6,0,365.19
2024-03,2024,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,518,518,0,8,0,365.19
2024-04,2024,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,440,440,0,1,0,365.19
2024-05,2024,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,335,325,10,3,0,365.19
2024-06,2024,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,238,231,7,3,0,365.19
2024-07,2024,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,243,243,0,3,0,365.19
2024-08,2024,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,253,253,0,5,0,365.19
2024-09,2024,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,365,365,0,6,0,365.19
2024-10,2024,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,426,426,0,5,0,365.19
2024-11,2024,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,571,571,0,3,0,365.19
2024-12,2024,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,600,587,13,7,0,365.19
2025-01,2025,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,587,587,0,9,0,365.19
2025-02,2025,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Reno West,West,temperate,594,594,0,11,0,365.19
2021-01,2021,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1147,1142,5,20,0,467.52
2021-02,2021,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1176,1176,0,20,0,467.52
2021-03,2021,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,886,886,0,18,0,467.52
2021-04,2021,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,684,684,0,19,0,467.52
2021-05,2021,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,438,438,0,5,0,467.52
2021-06,2021,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,234,234,0,4,0,467.52
2021-07,2021,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,156,156,0,1,0,467.52
2021-08,2021,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,231,228,3,4,0,467.52
2021-09,2021,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,451,451,0,11,0,467.52
2021-10,2021,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,657,657,0,11,0,467.52
2021-11,2021,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1018,1018,0,19,0,467.52
2021-12,2021,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1235,1197,38,32,0,467.52
2022-01,2022,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1171,1171,0,22,0,467.52
2022-02,2022,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1217,1217,0,25,0,467.52
2022-03,2022,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1028,1028,0,28,0,467.52
2022-04,2022,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,711,711,0,14,0,467.52
2022-05,2022,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,464,464,0,6,0,467.52
2022-06,2022,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,209,205,4,2,0,467.52
2022-07,2022,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,149,149,0,5,0,467.52
2022-08,2022,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,227,227,0,7,0,467.52
2022-09,2022,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,404,404,0,6,0,467.52
2022-10,2022,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,696,696,0,15,0,467.52
2022-11,2022,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,855,855,0,13,0,467.52
2022-12,2022,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1215,1196,19,21,0,467.52
2023-01,2023,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1183,1183,0,31,0,467.52
2023-02,2023,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1095,1060,35,20,0,467.52
2023-03,2023,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1076,1076,0,18,0,467.52
2023-04,2023,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,666,666,0,14,0,467.52
2023-05,2023,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,385,385,0,11,0,467.52
2023-06,2023,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,233,233,0,7,0,467.52
2023-07,2023,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,169,169,0,4,0,467.52
2023-08,2023,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,226,222,4,6,0,467.52
2023-09,2023,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,465,465,0,12,0,467.52
2023-10,2023,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,683,683,0,21,0,467.52
2023-11,2023,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1039,1039,0,23,0,467.52
2023-12,2023,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1198,1198,0,25,0,467.52
2024-01,2024,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1266,1266,0,32,0,467.52
2024-02,2024,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1161,1161,0,22,0,467.52
2024-03,2024,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,887,887,0,18,0,467.52
2024-04,2024,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,701,701,0,18,0,467.52
2024-05,2024,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,423,407,16,14,0,467.52
2024-06,2024,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,237,234,3,4,0,467.52
2024-07,2024,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,154,154,0,3,0,467.52
2024-08,2024,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,233,233,0,7,0,467.52
2024-09,2024,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,407,407,0,8,0,467.52
2024-10,2024,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,660,660,0,12,0,467.52
2024-11,2024,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,957,957,0,13,0,467.52
2024-12,2024,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1208,1208,0,20,0,467.52
2025-01,2025,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1224,1187,37,22,0,467.52
2025-02,2025,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Chicago North,Midwest,cold,1050,1050,0,20,0,467.52
2021-01,2021,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,568,568,0,7,0,488.29
2021-02,2021,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,583,583,0,12,0,488.29
2021-03,2021,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,525,512,13,4,0,488.29
2021-04,2021,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,491,491,0,6,0,488.29
2021-05,2021,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,418,418,0,4,0,488.29
2021-06,2021,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,418,418,0,4,0,488.29
2021-07,2021,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,387,387,0,3,0,488.29
2021-08,2021,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,416,416,0,3,0,488.29
2021-09,2021,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,426,426,0,3,0,488.29
2021-10,2021,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,494,494,0,7,0,488.29
2021-11,2021,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,595,595,0,5,0,488.29
2021-12,2021,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,582,582,0,6,0,488.29
2022-01,2022,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,557,553,4,4,0,488.29
2022-02,2022,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,592,582,10,4,0,488.29
2022-03,2022,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,562,562,0,6,0,488.29
2022-04,2022,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,504,504,0,6,0,488.29
2022-05,2022,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,464,452,12,5,0,488.29
2022-06,2022,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,404,404,0,5,0,488.29
2022-07,2022,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,399,399,0,5,0,488.29
2022-08,2022,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,416,416,0,3,0,488.29
2022-09,2022,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,412,412,0,1,0,488.29
2022-10,2022,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,471,471,0,3,0,488.29
2022-11,2022,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,605,583,22,6,0,488.29
2022-12,2022,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,606,606,0,4,0,488.29
2023-01,2023,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,617,617,0,6,0,488.29
2023-02,2023,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,599,599,0,2,0,488.29
2023-03,2023,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,560,560,0,6,0,488.29
2023-04,2023,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,487,487,0,4,0,488.29
2023-05,2023,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,470,470,0,9,0,488.29
2023-06,2023,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,432,432,0,7,0,488.29
2023-07,2023,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,443,433,10,8,0,488.29
2023-08,2023,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,417,412,5,5,0,488.29
2023-09,2023,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,453,453,0,9,0,488.29
2023-10,2023,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,488,488,0,3,0,488.29
2023-11,2023,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,569,569,0,6,0,488.29
2023-12,2023,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,580,576,4,8,0,488.29
2024-01,2024,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,581,581,0,6,0,488.29
2024-02,2024,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,595,595,0,4,0,488.29
2024-03,2024,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,527,527,0,6,0,488.29
2024-04,2024,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,513,510,3,10,0,488.29
2024-05,2024,5,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,419,419,0,4,0,488.29
2024-06,2024,6,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,424,424,0,3,0,488.29
2024-07,2024,7,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,387,387,0,1,0,488.29
2024-08,2024,8,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,400,400,0,2,0,488.29
2024-09,2024,9,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,457,457,0,6,0,488.29
2024-10,2024,10,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,505,505,0,5,0,488.29
2024-11,2024,11,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,509,509,0,3,0,488.29
2024-12,2024,12,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,604,582,22,9,0,488.29
2025-01,2025,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,613,613,0,6,0,488.29
2025-02,2025,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Phoenix West,Southwest,hot,544,544,0,8,0,488.29
2021-01,2021,1,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,870,870,0,6,0,370.3
2021-02,2021,2,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,808,808,0,5,0,370.3
2021-03,2021,3,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,656,656,0,3,0,370.3
2021-04,2021,4,Coolant Antifreeze (1L),Fluids,seasonal_winter,Denver Central,Mountain,cold,468,468,0,4,0,370.3
